"","Gene_name","Protein_name","Protein_ID","Fold_change","P_value"
"3256","TTYH3","Protein tweety homolog 3","Q9C0H2",1.16419479100922,0.60948431
"3257","TNPO3","Transportin-3","Q9Y5L0",1.10715879559018,0.51878715
"3258","SARS","Serine--tRNA ligase, cytoplasmic","P49591",0.831966634087478,0.68253362
"3259","RPA3","Replication protein A 14 kDa subunit","P35244",0.912046878136426,0.50547498
"3260","FAM114A1","Protein NOXP20","Q8IWE2",1.15933089321946,0.60944355
"3261","PNPLA6","Neuropathy target esterase","Q8IY17",0.834052886532338,0.6821155
"3262","GPATCH4","G patch domain-containing protein 4","Q5T3I0",0.895166766485569,0.54060155
"3263","PRKRA","Interferon-inducible double-stranded RNA-dependent protein kinase activator A","O75569",1.0931210412165,0.50543642
"3264","ACOT2","Acyl-coenzyme A thioesterase 2, mitochondrial","P49753",1.14172051367234,0.58412176
"3265","TADA3","Transcriptional adapter 3","O75528",0.87479797137056,0.58862376
"3266","RMI1","RecQ-mediated genome instability protein 1","Q9H9A7",1.13313094936875,0.5726769
"3267","CPNE1","Copine-1","Q99829",0.876917121345582,0.58657432
"3268","RHOC","Rho-related GTP-binding protein RhoC","P08134",1.13959819549509,0.58699924
"3269","HSPA4L","Heat shock 70 kDa protein 4L","O95757",0.883701631326732,0.57384902
"3270","PVRL2","Nectin-2","Q92692",1.15204064713182,0.61027175
"3271","CCDC124","Coiled-coil domain-containing protein 124","Q96CT7",0.867636327793596,0.61134702
"3272","RANBP3","Ran-binding protein 3","Q9H6Z4",0.859495865366639,0.63097292
"3273","HEATR6","HEAT repeat-containing protein 6","Q6AI08",1.14275860447287,0.59506994
"3274","PSMB4","Proteasome subunit beta type-4","P28070",1.15635721828541,0.62138611
"3275","POLD1","DNA polymerase delta catalytic subunit","P28340",0.885273429852689,0.5765689
"3276","CEP170","Centrosomal protein of 170 kDa","Q5SW79",1.10601730488326,0.53971839
"3277","RECQL4","ATP-dependent DNA helicase Q4","O94761",0.884531582877685,0.58236712
"3278","L1RE1","LINE-1 retrotransposable element ORF1 protein","Q9UN81",1.13410020036634,0.59348243
"3279","PDIA5","Protein disulfide-isomerase A5","Q14554",1.08919846087597,0.52157104
"3280","PRPF39","Pre-mRNA-processing factor 39","Q86UA1",0.900074552242545,0.5574587
"3281","NFYA","Nuclear transcription factor Y subunit alpha","P23511",1.14836083474926,0.62337786
"3282","CRYAB","Alpha-crystallin B chain","P02511",0.830699645562175,0.73284709
"3283","EIF4A2","Eukaryotic initiation factor 4A-II, N-terminally processed","P60842;Q14240",1.23617348016932,0.80305058
"3284","AURKB","Aurora kinase B","Q96GD4",0.884597939781825,0.59685862
"3285","PHF14","PHD finger protein 14","O94880",1.07805810797217,0.51198894
"3286","ARMC1","Armadillo repeat-containing protein 1","Q9NVT9",1.14425264785077,0.62458831
"3287","ASCC1","Activating signal cointegrator 1 complex subunit 1","Q8N9N2",0.832772793510861,0.73351622
"3288","NARS","Asparagine--tRNA ligase, cytoplasmic","O43776",0.882059383866639,0.60711759
"3289","USP39","U4/U6.U5 tri-snRNP-associated protein 2","Q53GS9",1.10882298521734,0.56397057
"3290","LOX","Protein-lysine 6-oxidase","P28300",1.10250619391133,0.55514759
"3291","SRRM2","Serine/arginine repetitive matrix protein 2","Q9UQ35",0.91399712265773,0.54241282
"3292","HPCAL1;HPCA","Hippocalcin-like protein 1;Neuron-specific calcium-binding protein hippocalcin","P37235;P84074",1.11948455372334,0.58835739
"3293","NCOA1","Nuclear receptor coactivator 1","Q15788",0.896882685183287,0.58215779
"3294","RBM23","Probable RNA-binding protein 23","Q86U06",1.13773975130589,0.62482655
"3295","SPTLC2","Serine palmitoyltransferase 2","O15270",1.11218309195323,0.57973427
"3296","TFIP11","Tuftelin-interacting protein 11","Q9UBB9",0.879638081759286,0.62868673
"3297","PSMA3","Proteasome subunit alpha type-3","P25788",1.12681899295525,0.61227989
"3298","SNX6","Sorting nexin-6","Q9UNH7",0.877968895527605,0.63487875
"3299","IRF2BP1","Interferon regulatory factor 2-binding protein 1","Q8IU81",0.909387841613303,0.56549817
"3300","MBD2","Methyl-CpG-binding domain protein 2","Q9UBB5",0.908846079773164,0.56764168
"3301","POLR1C","DNA-directed RNA polymerases I and III subunit RPAC1","O15160",1.12703494906618,0.61617446
"3302","PTPRK","Receptor-type tyrosine-protein phosphatase kappa","Q15262",0.847998863780894,0.71867394
"3303","RIF1","Telomere-associated protein RIF1","Q5UIP0",0.8910732589495,0.61132842
"3304","USP1","Ubiquitin carboxyl-terminal hydrolase 1","O94782",0.880396709229299,0.63775694
"3305","TET2","Methylcytosine dioxygenase TET2","Q6N021",0.884451781532332,0.6288119
"3306","ARID2","AT-rich interactive domain-containing protein 2","Q68CP9",1.11390488119266,0.59895939
"3307","PPP1R12A","Protein phosphatase 1 regulatory subunit 12A","O14974",1.13934258232578,0.64691234
"3308","CHD4","Chromodomain-helicase-DNA-binding protein 4","Q14839",1.19302941125185,0.75575459
"3309","TCOF1","Treacle protein","Q13428",0.868213463407201,0.68157721
"3310","PPIL4","Peptidyl-prolyl cis-trans isomerase-like 4","Q8WUA2",1.11321181653897,0.60902113
"3311","DDAH2","N(G),N(G)-dimethylarginine dimethylaminohydrolase 2","O95865",1.13344211441277,0.64714652
"3312","CIT","Citron Rho-interacting kinase","O14578",1.10468453180051,0.59581631
"3313","RPS6KB2","Ribosomal protein S6 kinase beta-2","Q9UBS0",0.881762453927792,0.65230608
"3314","C7orf50","Uncharacterized protein C7orf50","Q9BRJ6",1.13820174502358,0.66127008
"3315","TCEB3","Transcription elongation factor B polypeptide 3","Q14241",1.10309628354123,0.59599417
"3316","ABCC4","Multidrug resistance-associated protein 4","O15439",0.857366876966704,0.71826428
"3317","SNX2","Sorting nexin-2","O60749",0.86008055026151,0.71242636
"3318","WRNIP1","ATPase WRNIP1","Q96S55",1.11620726899875,0.62613291
"3319","LRRC40","Leucine-rich repeat-containing protein 40","Q9H9A6",0.913331936357203,0.58803922
"3320","MED31","Mediator of RNA polymerase II transcription subunit 31","Q9Y3C7",1.10472235490485,0.60615563
"3321","TAGLN","Transgelin","Q01995",1.15207808671609,0.69742596
"3322","USP14","Ubiquitin carboxyl-terminal hydrolase 14","P54578",0.882359389809902,0.66301173
"3323","ZC3H18","Zinc finger CCCH domain-containing protein 18","Q86VM9",0.914785115238847,0.58935314
"3324","ARHGEF40","Rho guanine nucleotide exchange factor 40","Q8TER5",0.837375757415023,0.79127777
"3325","PCID2","PCI domain-containing protein 2","Q5JVF3",0.897137361542784,0.63254976
"3326","PIP4K2C","Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma","Q8TBX8",1.14145724378786,0.68474865
"3327","NUP37","Nucleoporin Nup37","Q8NFH4",0.866279794927691,0.71165854
"3328","HMGN1","Non-histone chromosomal protein HMG-14","P05114",0.867989836074172,0.70800042
"3329","PLAA","Phospholipase A-2-activating protein","Q9Y263",1.16066411235856,0.72728747
"3330","ACKR3","Atypical chemokine receptor 3","P25106",0.870360407703303,0.70325702
"3331","CNN1","Calponin-1","P51911",1.1620858889742,0.73456573
"3332","FAM32A","Protein FAM32A","Q9Y421",1.11359840514692,0.63768637
"3333","CCAR2","Cell cycle and apoptosis regulator protein 2","Q8N163",0.849986233049637,0.76540321
"3334","ARF6","ADP-ribosylation factor 6","P62330",0.873743137024366,0.70254916
"3335","GTF2IRD1","General transcription factor II-I repeat domain-containing protein 1","Q9UHL9",1.16804466227719,0.75490677
"3336","PPIL3","Peptidyl-prolyl cis-trans isomerase-like 3","Q9H2H8",0.910839207280987,0.61456627
"3337","RPL37","60S ribosomal protein L37","P61927",1.08918181367363,0.60138148
"3338","KIF4A","Chromosome-associated kinesin KIF4B","Q2VIQ3",0.91810001214805,0.60210222
"3339","EIF3J","Eukaryotic translation initiation factor 3 subunit J","O75822",1.10168371092128,0.6254096
"3340","SDCCAG3","Serologically defined colon cancer antigen 3","Q96C92",0.890421369065385,0.66822296
"3341","GTF2F1","General transcription factor IIF subunit 1","P35269",1.08980164140347,0.60491955
"3342","DGCR8","Microprocessor complex subunit DGCR8","Q8WYQ5",0.898214085348675,0.65921068
"3343","FAM195B","Protein FAM195B","C9JLW8",1.09482956290594,0.62621152
"3344","TNS4","Tensin-4","Q8IZW8",0.906306041053705,0.6428929
"3345","ZBED5","Zinc finger BED domain-containing protein 5","Q49AG3",1.10552738107521,0.65007305
"3346","KLF6","Krueppel-like factor 6","Q99612",1.09288491027092,0.62595421
"3347","ZNRF2","E3 ubiquitin-protein ligase ZNRF2","Q8NHG8",0.878295425619235,0.72083443
"3348","POLR3C","DNA-directed RNA polymerase III subunit RPC3","Q9BUI4",1.10127874402168,0.64731836
"3349","SLC20A2","Sodium-dependent phosphate transporter 2","Q08357",1.12784752902181,0.7011143
"3350","EIF3E","Eukaryotic translation initiation factor 3 subunit E","P60228",0.871975779046875,0.74238145
"3351","SRM","Spermidine synthase","P19623",0.928114551950691,0.60397184
"3352","TCIRG1","V-type proton ATPase 116 kDa subunit a isoform 3","Q13488",0.887778350288979,0.70140475
"3353","WDR70","WD repeat-containing protein 70","Q9NW82",0.866335419791564,0.76283598
"3354","CKAP2","Cytoskeleton-associated protein 2","Q8WWK9",0.914687806380249,0.63750505
"3355","POLR2M","DNA-directed RNA polymerase II subunit GRINL1A","P0CAP2",1.0964940078372,0.64501435
"3356","EIF5AL1","Eukaryotic translation initiation factor 5A-1-like","Q6IS14",1.09958574024392,0.65132684
"3357","RBM5","RNA-binding protein 5","P52756",1.09612746825391,0.64623308
"3358","PUS7","Pseudouridylate synthase 7 homolog","Q96PZ0",1.11919040331195,0.69257528
"3359","RP2","Protein XRP2","O75695",0.881870523298085,0.72432148
"3360","MED21","Mediator of RNA polymerase II transcription subunit 21","Q13503",0.927203470310675,0.61749369
"3361","FTL","Ferritin light chain","P02792",0.940724601213609,0.58875364
"3362","SLC44A1","Choline transporter-like protein 1","Q8WWI5",1.15912811074318,0.78572458
"3363","ATP6V1G2","V-type proton ATPase subunit G 2","O95670",0.909468460926263,0.66263598
"3364","PALMD","Palmdelphin","Q9NP74",0.912126174042877,0.6576401
"3365","POP7","Ribonuclease P protein subunit p20","O75817",1.08803742463922,0.64140159
"3366","DFNA5","Non-syndromic hearing impairment protein 5","O60443",1.09954339029795,0.66531932
"3367","APOA1","Apolipoprotein A-I","P02647",0.879879551271096,0.74287122
"3368","CAMSAP2","Calmodulin-regulated spectrin-associated protein 2","Q08AD1",1.11714795241304,0.70263082
"3369","GOLGA6L10","Putative golgin subfamily A member 6-like protein 10","A6NI86",0.870991842344051,0.77145666
"3370","FBN2","Fibrillin-2","P35556",1.09514421717192,0.66233826
"3371","STRN","Striatin","O43815",0.901393657363039,0.69179899
"3372","CTDSP1","Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1","Q9GZU7",1.07797676609187,0.6297971
"3373","AKAP9","A-kinase anchor protein 9","Q99996",1.15362877006666,0.79011285
"3374","UBR5","E3 ubiquitin-protein ligase UBR5","O95071",1.14981934944251,0.79062581
"3375","PPP3CB","Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform","Q08209",1.12821742163908,0.7437396
"3376","AZIN2","Antizyme inhibitor 2","Q96A70",0.905677429407012,0.69476926
"3377","RNF2","E3 ubiquitin-protein ligase RING2","Q99496",0.910025191215117,0.68614048
"3378","ARGLU1","Arginine and glutamate-rich protein 1","Q9NWB6",0.923750792986003,0.65671903
"3379","PABPC1L","Polyadenylate-binding protein 1-like","Q4VXU2",1.09272091368432,0.67774564
"3380","ARHGEF7","Rho guanine nucleotide exchange factor 7","Q14155",0.912827576658026,0.68402946
"3381","SRPK1","SRSF protein kinase 1","Q96SB4",1.1229198128308,0.74376959
"3382","TUBA3E","Tubulin alpha-1A chain;Tubulin alpha-3E chain","P0DPH7",0.92266137309492,0.66137743
"3383","IFI16","Gamma-interferon-inducible protein 16","Q16666",1.13576934526889,0.77345669
"3384","FAF1","FAS-associated factor 1","Q9UNN5",1.06818348885702,0.63275516
"3385","BCAS2","Pre-mRNA-splicing factor SPF27","O75934",0.916542005164991,0.68018299
"3386","MUC16","Mucin-16","Q8WXI7",1.12157984335167,0.74587411
"3387","SPATA5","Spermatogenesis-associated protein 5","Q8NB90",1.13794696061884,0.78746355
"3388","DAG1","Dystroglycan","Q14118",1.0955233911533,0.69485396
"3389","PIH1D1","PIH1 domain-containing protein 1","Q9NWS0",0.91337948237035,0.6955958
"3390","PURA","Transcriptional activator protein Pur-alpha","Q00577",0.92475260488162,0.6676783
"3391","TEX264","Testis-expressed sequence 264 protein","Q9Y6I9",0.903241126394504,0.7262857
"3392","POU2F1","POU domain, class 2, transcription factor 1","P14859",1.0841701260686,0.68012577
"3393","STK24","Serine/threonine-protein kinase 24","Q9Y6E0",0.874830169336415,0.81491196
"3394","RSU1","Ras suppressor protein 1","Q15404",1.08610342049268,0.68893194
"3395","FMR1","Fragile X mental retardation protein 1","Q06787",1.06866999372764,0.65622795
"3396","YTHDF3","YTH domain-containing family protein 3","Q7Z739",1.08722474346132,0.69764566
"3397","NTMT1","N-terminal Xaa-Pro-Lys N-methyltransferase 1","Q9BV86",1.07125120340152,0.66584635
"3398","RRP7BP","Putative ribosomal RNA-processing protein 7 homolog B","Q9NSQ0",0.881912560649451,0.80942035
"3399","EYA3","Eyes absent homolog 3","Q99504",1.10381350853113,0.74403065
"3400","PHLDB1","Pleckstrin homology-like domain family B member 1","Q86UU1",0.896366484443486,0.77234036
"3401","AIFM2","Apoptosis-inducing factor 2","Q9BRQ8",1.10476482346823,0.74990082
"3402","CAP2","Adenylyl cyclase-associated protein 2","P40123",1.0862661042468,0.71047431
"3403","GBF1","Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1","Q92538",0.888170489770896,0.80185086
"3404","DDX23","Probable ATP-dependent RNA helicase DDX23","Q9BUQ8",1.08087133078447,0.70041609
"3405","RAB29","Ras-related protein Rab-7L1","O14966",1.13266885133596,0.82229537
"3406","FBRSL1","Fibrosin-1-like protein","Q9HCM7",1.10537003643368,0.76059145
"3407","SNX3","Sorting nexin-3","O60493",1.06322969677901,0.67100853
"3408","ZCCHC11","Terminal uridylyltransferase 4","Q5TAX3",0.913555695636712,0.74131453
"3409","TRIM16L","Tripartite motif-containing protein 16-like protein","Q309B1",0.889793897329548,0.81094271
"3410","ATP6V1D","V-type proton ATPase subunit D","Q9Y5K8",1.12257765283781,0.81123954
"3411","SMN1","Survival motor neuron protein","Q16637",0.885003917130035,0.82954472
"3412","ZBED4","Zinc finger BED domain-containing protein 4","O75132",0.921863971722961,0.72961086
"3413","RCOR3","REST corepressor 3","Q9P2K3",0.927144248481822,0.71858561
"3414","FAM168B","Myelin-associated neurite-outgrowth inhibitor","A1KXE4",1.07164935854619,0.70535529
"3415","ABCA6","ATP-binding cassette sub-family A member 6","Q8N139",1.10028241120465,0.77051419
"3416","DCBLD2","Discoidin, CUB and LCCL domain-containing protein 2","Q96PD2",0.911415564883371,0.76391399
"3417","TLN2","Talin-2","Q9Y4G6",1.05165898807078,0.66388053
"3418","IGLL5","Immunoglobulin lambda-like polypeptide 5","B9A064",0.915773915743437,0.75476795
"3419","USP7","Ubiquitin carboxyl-terminal hydrolase 7","Q93009",1.07700889983879,0.7219457
"3420","RXRB","Retinoic acid receptor RXR-beta","P28702",1.10622754377851,0.78927457
"3421","TRAF7","E3 ubiquitin-protein ligase TRAF7","Q6Q0C0",1.07311526564714,0.71480751
"3422","MCM3AP","Germinal-center associated nuclear protein","O60318",0.898642748311171,0.80726916
"3423","VPS13A","Vacuolar protein sorting-associated protein 13A","Q96RL7",0.891276558404902,0.82983625
"3424","CMTM6","CKLF-like MARVEL transmembrane domain-containing protein 6","Q9NX76",1.11243780015283,0.8075673
"3425","ICAM1","Intercellular adhesion molecule 1","P05362",1.06707153492855,0.70375454
"3426","QRICH1","Glutamine-rich protein 1","Q2TAL8",0.930243606667226,0.72291446
"3427","MBNL1","Muscleblind-like protein 1","Q9NR56",0.934713789273602,0.71550733
"3428","TTC1","Tetratricopeptide repeat protein 1","Q99614",1.08205048219309,0.74312252
"3429","CHAMP1","Chromosome alignment-maintaining phosphoprotein 1","Q96JM3",1.06567773424537,0.7094034
"3430","INTS7","Integrator complex subunit 7","Q9NVH2",0.919356223098252,0.76351982
"3431","PPP3CA","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform","P16298",1.0761752030916,0.73873323
"3432","DES","Desmin","P17661",1.0937521569034,0.78238708
"3433","MEIS3P1","Putative homeobox protein Meis3-like 1","A6NDR6",1.09691810749066,0.79037905
"3434","KLF5","Krueppel-like factor 5","Q13887",1.07271643702417,0.73444879
"3435","CHMP5","Charged multivesicular body protein 5","Q9NZZ3",1.0930757867895,0.78433871
"3436","CCND3","G1/S-specific cyclin-D3","P30281",1.06867379684608,0.72934806
"3437","CDC42SE1","CDC42 small effector protein 1","Q9NRR8",0.914887259513473,0.78664976
"3438","SP2","Transcription factor Sp2","Q02086",1.06061481568108,0.71496052
"3439","ADD2","Beta-adducin","P35612",1.07298305480058,0.74846762
"3440","TNIP2","TNFAIP3-interacting protein 2","Q8NFZ5",0.940916012034151,0.73065156
"3441","AKR1A1","Alcohol dehydrogenase [NADP(+)]","P14550",1.06109751649,0.72975087
"3442","CTR9","RNA polymerase-associated protein CTR9 homolog","Q6PD62",1.07686942622848,0.76719952
"3443","YKT6","Synaptobrevin homolog YKT6","O15498",0.916757252301108,0.800942
"3444","BZW1","Basic leucine zipper and W2 domain-containing protein 1","Q7L1Q6",0.956763400902393,0.70483744
"3445","SRBD1","S1 RNA-binding domain-containing protein 1","Q8N5C6",1.05856523230653,0.73584521
"3446","IPO4","Importin-4","Q8TEX9",0.937138256052549,0.75837219
"3447","GATAD2B","Transcriptional repressor p66-beta","Q8WXI9",0.920493487929997,0.80757248
"3448","CTDSPL2","CTD small phosphatase-like protein 2","Q05D32",1.08366570433694,0.80113453
"3449","ADNP","Activity-dependent neuroprotector homeobox protein","Q9H2P0",0.920531389343968,0.8111288
"3450","BTAF1","TATA-binding protein-associated factor 172","O14981",0.936447204799171,0.76770365
"3451","MADD","MAP kinase-activating death domain protein","Q8WXG6",1.08003185238797,0.79774362
"3452","GNG5","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5","P63218",0.91441862568035,0.83227569
"3453","SUMF1","Sulfatase-modifying factor 1","Q8NBK3",1.06589054765313,0.76534778
"3454","APPL1","DCC-interacting protein 13-alpha","Q9UKG1",1.06337901083531,0.75949091
"3455","FPGS","Folylpolyglutamate synthase, mitochondrial","Q05932",1.04424652797942,0.71570313
"3456","EIF4B","Eukaryotic translation initiation factor 4B","P23588",0.931715677319751,0.78607947
